"ID","EMBED_STR","SPORT_TYPE","DIFFICULTY","MOVING_TIME_SECONDS","DISTANCE_METERS","GENERATION_MODEL","WORKOUT_SOURCE","STORE_VERSION","RAW_JSON_STR","CREATED_AT"
"SLAM_f43b6691d95b4ed69b","Easy Aerobic Run
## Warm-up
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Gradually progress to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 40 min continuous run at <PACE_ZONE_2_ENDURANCE>
• Maintain steady, comfortable pace
• Focus on developing aerobic base
• Breathing should remain comfortable throughout

## Cool-down
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Finish with light stretching

**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster.","run","easy","3600","11546","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Easy Aerobic Run"", ""workout_instructions"": ""Easy Aerobic Run\n## Warm-up\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Gradually progress to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 40 min continuous run at <PACE_ZONE_2_ENDURANCE>\n\u2022 Maintain steady, comfortable pace\n\u2022 Focus on developing aerobic base\n\u2022 Breathing should remain comfortable throughout\n\n## Cool-down\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Finish with light stretching\n\n**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f43b6691d95b4ed69b"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-03 09:00:00.000"
"SLAM_68605dbdd4cd4eeb9e","VO2 Max Intervals
## Warm-up
• 25 min progressive warm-up
• Include 2x3min at <POWER_ZONE_3_TEMPO>

## Main Set
### VO2 Max Efforts
5 intervals of:
• 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)
• Very hard sustainable effort
• 4 min very easy recovery

## Cool-down
• 20 min very easy spinning

**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused.","ride","very hard","5400","45000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 25 min progressive warm-up\n\u2022 Include 2x3min at <POWER_ZONE_3_TEMPO>\n\n## Main Set\n### VO2 Max Efforts\n5 intervals of:\n\u2022 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)\n\u2022 Very hard sustainable effort\n\u2022 4 min very easy recovery\n\n## Cool-down\n\u2022 20 min very easy spinning\n\n**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_68605dbdd4cd4eeb9e"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-05 23:00:00.000"
"SLAM_b01968823cf84db0b1","Sweet Spot Training
## Warm-up
• 20 min build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_3_TEMPO>

## Main Set
### Sweet Spot Intervals
4 intervals of:
• 10 min at 88-94% FTP (upper <POWER_ZONE_3_TEMPO> to lower <POWER_ZONE_4_THRESHOLD>)
• 5 min easy recovery at <POWER_ZONE_1_RECOVERY>

## Cool-down
• 15 min easy spin

**Tips:** Sweet spot training provides optimal balance of intensity and volume for building FTP.","ride","moderate","7200","60000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Sweet Spot Training"", ""workout_instructions"": ""Sweet Spot Training\n## Warm-up\n\u2022 20 min build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_3_TEMPO>\n\n## Main Set\n### Sweet Spot Intervals\n4 intervals of:\n\u2022 10 min at 88-94% FTP (upper <POWER_ZONE_3_TEMPO> to lower <POWER_ZONE_4_THRESHOLD>)\n\u2022 5 min easy recovery at <POWER_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 15 min easy spin\n\n**Tips:** Sweet spot training provides optimal balance of intensity and volume for building FTP."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_b01968823cf84db0b1"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-17 10:00:00.000"
"SLAM_478a6c4dc6724e279b","Alpine Ski Session
## Conditions
Variable terrain and snow conditions

## Approach
• Multiple runs over 4 hours
• Mix of groomed runs and powder
• Focus on technique and line choice
• Total vertical descent: ~2500m

**Tips:** Stay hydrated between runs. Adjust technique for changing snow conditions.","alpineski","hard","14400","25000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Alpine Ski Session"", ""workout_instructions"": ""Alpine Ski Session\n## Conditions\nVariable terrain and snow conditions\n\n## Approach\n\u2022 Multiple runs over 4 hours\n\u2022 Mix of groomed runs and powder\n\u2022 Focus on technique and line choice\n\u2022 Total vertical descent: ~2500m\n\n**Tips:** Stay hydrated between runs. Adjust technique for changing snow conditions."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""alpineski""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_478a6c4dc6724e279b"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-18 01:00:00.000"
"SLAM_2c4c428e964049589d","Recovery Spin
## Warm-up
• 10 min very easy spinning at <POWER_ZONE_1_RECOVERY>

## Main Set
• 40 min easy continuous riding at <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>
• Keep cadence high (90-100 rpm)
• Power output should feel very easy
• Focus on smooth pedal stroke

## Cool-down
• 10 min easy spin at <POWER_ZONE_1_RECOVERY>

**Tips:** Recovery rides promote blood flow without adding training stress. Keep the effort genuinely easy.","ride","easy","3600","30000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Spin"", ""workout_instructions"": ""Recovery Spin\n## Warm-up\n\u2022 10 min very easy spinning at <POWER_ZONE_1_RECOVERY>\n\n## Main Set\n\u2022 40 min easy continuous riding at <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>\n\u2022 Keep cadence high (90-100 rpm)\n\u2022 Power output should feel very easy\n\u2022 Focus on smooth pedal stroke\n\n## Cool-down\n\u2022 10 min easy spin at <POWER_ZONE_1_RECOVERY>\n\n**Tips:** Recovery rides promote blood flow without adding training stress. Keep the effort genuinely easy."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_2c4c428e964049589d"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-18 03:00:00.000"
"SLAM_f4720a07becc40cf8b","Over-Under Intervals
## Warm-up
• 25 min progressive build
• Include several short efforts at threshold

## Main Set
### Over-Under Sets
4 intervals of:
• 2 min at 95% FTP (under threshold)
• 1 min at 105% FTP (over threshold)
• Repeat 4 times per interval (12 min total)
• 5 min recovery between intervals

## Cool-down
• 20 min easy spin

**Tips:** Over-unders teach you to manage surges in power while maintaining threshold effort.","ride","hard","8400","70000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Over-Under Intervals"", ""workout_instructions"": ""Over-Under Intervals\n## Warm-up\n\u2022 25 min progressive build\n\u2022 Include several short efforts at threshold\n\n## Main Set\n### Over-Under Sets\n4 intervals of:\n\u2022 2 min at 95% FTP (under threshold)\n\u2022 1 min at 105% FTP (over threshold)\n\u2022 Repeat 4 times per interval (12 min total)\n\u2022 5 min recovery between intervals\n\n## Cool-down\n\u2022 20 min easy spin\n\n**Tips:** Over-unders teach you to manage surges in power while maintaining threshold effort."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f4720a07becc40cf8b"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-28 01:00:00.000"
"SLAM_f131bf65fd354e008f","Restorative Yoga Flow
## Duration
60 minutes

## Focus
• Gentle stretching and mobility work
• Breath awareness and relaxation
• Hip openers and spinal mobility
• Deep rest in final savasana

## Sequence
• Sun salutations (gentle pace)
• Standing poses and balance work
• Seated stretches and twists
• Supine relaxation poses

**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind.","yoga","easy","3600","","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Restorative Yoga Flow"", ""workout_instructions"": ""Restorative Yoga Flow\n## Duration\n60 minutes\n\n## Focus\n\u2022 Gentle stretching and mobility work\n\u2022 Breath awareness and relaxation\n\u2022 Hip openers and spinal mobility\n\u2022 Deep rest in final savasana\n\n## Sequence\n\u2022 Sun salutations (gentle pace)\n\u2022 Standing poses and balance work\n\u2022 Seated stretches and twists\n\u2022 Supine relaxation poses\n\n**Tips:** Focus on breath and internal awareness. This is recovery work for body and mind."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""yoga""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f131bf65fd354e008f"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-21 02:00:00.000"
"SLAM_f76789a9cd9e4283b8","Easy Aerobic Run
## Warm-up
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Gradually progress to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 40 min continuous run at <PACE_ZONE_2_ENDURANCE>
• Maintain steady, comfortable pace
• Focus on developing aerobic base
• Breathing should remain comfortable throughout

## Cool-down
• 10 min easy jog at <PACE_ZONE_1_RECOVERY>
• Finish with light stretching

**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster.","run","easy","3600","11754","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Easy Aerobic Run"", ""workout_instructions"": ""Easy Aerobic Run\n## Warm-up\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Gradually progress to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 40 min continuous run at <PACE_ZONE_2_ENDURANCE>\n\u2022 Maintain steady, comfortable pace\n\u2022 Focus on developing aerobic base\n\u2022 Breathing should remain comfortable throughout\n\n## Cool-down\n\u2022 10 min easy jog at <PACE_ZONE_1_RECOVERY>\n\u2022 Finish with light stretching\n\n**Tips:** Building your aerobic base is crucial for long-term development. Resist the urge to go faster."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f76789a9cd9e4283b8"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-12 03:00:00.000"
"SLAM_99d89f531ed94b9ca7","Sweet Spot Training
## Warm-up
• 20 min build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_3_TEMPO>

## Main Set
### Sweet Spot Intervals
4 intervals of:
• 10 min at 88-94% FTP (upper <POWER_ZONE_3_TEMPO> to lower <POWER_ZONE_4_THRESHOLD>)
• 5 min easy recovery at <POWER_ZONE_1_RECOVERY>

## Cool-down
• 15 min easy spin

**Tips:** Sweet spot training provides optimal balance of intensity and volume for building FTP.","ride","moderate","7200","60000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Sweet Spot Training"", ""workout_instructions"": ""Sweet Spot Training\n## Warm-up\n\u2022 20 min build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_3_TEMPO>\n\n## Main Set\n### Sweet Spot Intervals\n4 intervals of:\n\u2022 10 min at 88-94% FTP (upper <POWER_ZONE_3_TEMPO> to lower <POWER_ZONE_4_THRESHOLD>)\n\u2022 5 min easy recovery at <POWER_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 15 min easy spin\n\n**Tips:** Sweet spot training provides optimal balance of intensity and volume for building FTP."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_99d89f531ed94b9ca7"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-19 00:00:00.000"
"SLAM_7fa79a7a1cd6424a91","Recovery Swim
## Warm-up
• 400m easy mixed strokes
• Focus on feel for the water

## Main Set
• 1200m continuous easy swimming
• Mix of freestyle and other strokes
• Keep heart rate low
• Focus on technique and efficiency

## Cool-down
• 400m easy swim
• Include some backstroke for shoulder recovery

**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement.","swim","easy","2400","2000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Swim"", ""workout_instructions"": ""Recovery Swim\n## Warm-up\n\u2022 400m easy mixed strokes\n\u2022 Focus on feel for the water\n\n## Main Set\n\u2022 1200m continuous easy swimming\n\u2022 Mix of freestyle and other strokes\n\u2022 Keep heart rate low\n\u2022 Focus on technique and efficiency\n\n## Cool-down\n\u2022 400m easy swim\n\u2022 Include some backstroke for shoulder recovery\n\n**Tips:** Recovery swims should feel refreshing, not tiring. Focus on smooth, efficient movement."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_7fa79a7a1cd6424a91"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-25 10:00:00.000"
"SLAM_412e8a790fb24cd082","Tempo Run
## Warm-up
• 1500m easy at <PACE_ZONE_2_ENDURANCE>
• 4x100m strides progressing to <PACE_ZONE_3_TEMPO>

## Main Set
• 5000m steady tempo at <PACE_ZONE_3_TEMPO>
• This should feel comfortably hard
• Sustainable for the entire duration
• Focus on consistent pacing and controlled breathing

## Cool-down
• 1500m easy at <PACE_ZONE_2_ENDURANCE>
• Light stretching focusing on legs

**Tips:** Tempo pace is your ""comfortably hard"" pace - harder than easy but sustainable for 20-60 minutes.","run","moderate","2715","8000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Tempo Run"", ""workout_instructions"": ""Tempo Run\n## Warm-up\n\u2022 1500m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 4x100m strides progressing to <PACE_ZONE_3_TEMPO>\n\n## Main Set\n\u2022 5000m steady tempo at <PACE_ZONE_3_TEMPO>\n\u2022 This should feel comfortably hard\n\u2022 Sustainable for the entire duration\n\u2022 Focus on consistent pacing and controlled breathing\n\n## Cool-down\n\u2022 1500m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 Light stretching focusing on legs\n\n**Tips:** Tempo pace is your \""comfortably hard\"" pace - harder than easy but sustainable for 20-60 minutes."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_412e8a790fb24cd082"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-07 15:00:00.000"
"SLAM_27fd03ee32a84a3c9b","Progressive Run
## Structure
• Start at <PACE_ZONE_2_ENDURANCE> pace
• Gradually increase pace every 10 minutes
• Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>

## Execution
• First 4000m: Easy comfortable pace
• Middle 4000m: Moderate steady pace
• Final 4000m: Comfortably hard tempo effort

**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness.","run","moderate","3925","12000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Progressive Run"", ""workout_instructions"": ""Progressive Run\n## Structure\n\u2022 Start at <PACE_ZONE_2_ENDURANCE> pace\n\u2022 Gradually increase pace every 10 minutes\n\u2022 Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>\n\n## Execution\n\u2022 First 4000m: Easy comfortable pace\n\u2022 Middle 4000m: Moderate steady pace\n\u2022 Final 4000m: Comfortably hard tempo effort\n\n**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_27fd03ee32a84a3c9b"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-13 11:00:00.000"
"SLAM_daf65033e9b6432d83","FTP Intervals
## Warm-up
• 20 min progressive with 3x3min at <POWER_ZONE_3_TEMPO>
• 5 min easy spin

## Main Set
### Threshold Efforts
3 intervals of:
• 12 min at <POWER_ZONE_4_THRESHOLD> (your sustainable one-hour power)
• 6 min recovery at <POWER_ZONE_1_RECOVERY>

## Cool-down
• 15 min very easy

**Tips:** These are hard efforts at your functional threshold power. Stay focused and maintain consistent output.","ride","hard","6600","55000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""FTP Intervals"", ""workout_instructions"": ""FTP Intervals\n## Warm-up\n\u2022 20 min progressive with 3x3min at <POWER_ZONE_3_TEMPO>\n\u2022 5 min easy spin\n\n## Main Set\n### Threshold Efforts\n3 intervals of:\n\u2022 12 min at <POWER_ZONE_4_THRESHOLD> (your sustainable one-hour power)\n\u2022 6 min recovery at <POWER_ZONE_1_RECOVERY>\n\n## Cool-down\n\u2022 15 min very easy\n\n**Tips:** These are hard efforts at your functional threshold power. Stay focused and maintain consistent output."", ""workout_difficulty"": ""hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_daf65033e9b6432d83"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-25 11:00:00.000"
"SLAM_f7cd8a5baa6443c09a","VO2 Max Intervals
## Warm-up
• 25 min progressive warm-up
• Include 2x3min at <POWER_ZONE_3_TEMPO>

## Main Set
### VO2 Max Efforts
5 intervals of:
• 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)
• Very hard sustainable effort
• 4 min very easy recovery

## Cool-down
• 20 min very easy spinning

**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused.","ride","very hard","5400","45000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""VO2 Max Intervals"", ""workout_instructions"": ""VO2 Max Intervals\n## Warm-up\n\u2022 25 min progressive warm-up\n\u2022 Include 2x3min at <POWER_ZONE_3_TEMPO>\n\n## Main Set\n### VO2 Max Efforts\n5 intervals of:\n\u2022 4 min at 120% FTP (<POWER_ZONE_5_VO2MAX>)\n\u2022 Very hard sustainable effort\n\u2022 4 min very easy recovery\n\n## Cool-down\n\u2022 20 min very easy spinning\n\n**Tips:** These are maximum sustainable efforts. Expect significant discomfort. Stay mentally focused."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_f7cd8a5baa6443c09a"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-08 11:00:00.000"
"SLAM_77003bbd347f4c1e82","Aerobic Endurance Set
## Warm-up
• 600m progressive build
• Include 200m drill work

## Main Set
### Main Swim
8 x 200m at moderate steady pace
• Rest: 20 seconds between reps
• Focus on consistent pacing
• Maintain good technique throughout

## Cool-down
• 400m easy mixed strokes

**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key.","swim","moderate","3600","3000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Aerobic Endurance Set"", ""workout_instructions"": ""Aerobic Endurance Set\n## Warm-up\n\u2022 600m progressive build\n\u2022 Include 200m drill work\n\n## Main Set\n### Main Swim\n8 x 200m at moderate steady pace\n\u2022 Rest: 20 seconds between reps\n\u2022 Focus on consistent pacing\n\u2022 Maintain good technique throughout\n\n## Cool-down\n\u2022 400m easy mixed strokes\n\n**Tips:** Build your aerobic capacity with steady, consistent swimming. Pace control is key."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""swim""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_77003bbd347f4c1e82"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-24 15:00:00.000"
"SLAM_c859642d36dd41e0a3","Endurance Base Ride
## Warm-up
• 15 min progressive build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>

## Main Set
• 60 min steady riding at <POWER_ZONE_2_ENDURANCE>
• Maintain consistent power and cadence
• Focus on building aerobic capacity
• Stay comfortable throughout

## Cool-down
• 15 min easy spin at <POWER_ZONE_1_RECOVERY>

**Tips:** Base rides develop your aerobic engine. Consistency is more important than intensity.","ride","easy","5400","45000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Endurance Base Ride"", ""workout_instructions"": ""Endurance Base Ride\n## Warm-up\n\u2022 15 min progressive build from <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 60 min steady riding at <POWER_ZONE_2_ENDURANCE>\n\u2022 Maintain consistent power and cadence\n\u2022 Focus on building aerobic capacity\n\u2022 Stay comfortable throughout\n\n## Cool-down\n\u2022 15 min easy spin at <POWER_ZONE_1_RECOVERY>\n\n**Tips:** Base rides develop your aerobic engine. Consistency is more important than intensity."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_c859642d36dd41e0a3"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-21 15:00:00.000"
"SLAM_fdab9f557f7346abae","Steady State Run
## Warm-up
• 2000m progressive build from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>

## Main Set
• 6000m at <PACE_ZONE_3_TEMPO> to lower <PACE_ZONE_4_THRESHOLD>
• Slightly faster than marathon pace
• Maintain steady, controlled effort
• Focus on efficient form and rhythm

## Cool-down
• 2000m easy jog at <PACE_ZONE_2_ENDURANCE>

**Tips:** Steady state runs bridge the gap between easy running and hard threshold work.","run","moderate","3881","10000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Steady State Run"", ""workout_instructions"": ""Steady State Run\n## Warm-up\n\u2022 2000m progressive build from <PACE_ZONE_1_RECOVERY> to <PACE_ZONE_2_ENDURANCE>\n\n## Main Set\n\u2022 6000m at <PACE_ZONE_3_TEMPO> to lower <PACE_ZONE_4_THRESHOLD>\n\u2022 Slightly faster than marathon pace\n\u2022 Maintain steady, controlled effort\n\u2022 Focus on efficient form and rhythm\n\n## Cool-down\n\u2022 2000m easy jog at <PACE_ZONE_2_ENDURANCE>\n\n**Tips:** Steady state runs bridge the gap between easy running and hard threshold work."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_fdab9f557f7346abae"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-04 22:00:00.000"
"SLAM_df94e1146f37430580","Progressive Run
## Structure
• Start at <PACE_ZONE_2_ENDURANCE> pace
• Gradually increase pace every 10 minutes
• Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>

## Execution
• First 4000m: Easy comfortable pace
• Middle 4000m: Moderate steady pace
• Final 4000m: Comfortably hard tempo effort

**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness.","run","moderate","3557","12000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Progressive Run"", ""workout_instructions"": ""Progressive Run\n## Structure\n\u2022 Start at <PACE_ZONE_2_ENDURANCE> pace\n\u2022 Gradually increase pace every 10 minutes\n\u2022 Finish strong at <PACE_ZONE_3_TEMPO> to <PACE_ZONE_4_THRESHOLD>\n\n## Execution\n\u2022 First 4000m: Easy comfortable pace\n\u2022 Middle 4000m: Moderate steady pace\n\u2022 Final 4000m: Comfortably hard tempo effort\n\n**Tips:** Progressive runs teach you to run strong when tired and develop mental toughness."", ""workout_difficulty"": ""moderate"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_df94e1146f37430580"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-01 07:00:00.000"
"SLAM_94566e6bbdae448c95","Track Repeats - Speed Development
## Warm-up
• 2000m easy at <PACE_ZONE_2_ENDURANCE>
• Dynamic drills
• 6x100m strides progressing to race pace

## Main Set
### Speed Intervals
8 intervals of:
• 400m at <PACE_ZONE_6_ANAEROBIC> (hard, near 1500m race pace)
• 200m recovery walk/jog

## Cool-down
• 2000m easy jog at <PACE_ZONE_2_ENDURANCE>
• Thorough stretching

**Tips:** These are very hard efforts. Focus on maintaining form and turnover even as you fatigue. Quality over quantity.","run","very hard","2083","6000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Track Repeats - Speed Development"", ""workout_instructions"": ""Track Repeats - Speed Development\n## Warm-up\n\u2022 2000m easy at <PACE_ZONE_2_ENDURANCE>\n\u2022 Dynamic drills\n\u2022 6x100m strides progressing to race pace\n\n## Main Set\n### Speed Intervals\n8 intervals of:\n\u2022 400m at <PACE_ZONE_6_ANAEROBIC> (hard, near 1500m race pace)\n\u2022 200m recovery walk/jog\n\n## Cool-down\n\u2022 2000m easy jog at <PACE_ZONE_2_ENDURANCE>\n\u2022 Thorough stretching\n\n**Tips:** These are very hard efforts. Focus on maintaining form and turnover even as you fatigue. Quality over quantity."", ""workout_difficulty"": ""very hard"", ""sport_specs"": [{""sport_type"": ""run""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_94566e6bbdae448c95"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-10-12 09:00:00.000"
"SLAM_426285f73c9149b29a","Recovery Spin
## Warm-up
• 10 min very easy spinning at <POWER_ZONE_1_RECOVERY>

## Main Set
• 40 min easy continuous riding at <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>
• Keep cadence high (90-100 rpm)
• Power output should feel very easy
• Focus on smooth pedal stroke

## Cool-down
• 10 min easy spin at <POWER_ZONE_1_RECOVERY>

**Tips:** Recovery rides promote blood flow without adding training stress. Keep the effort genuinely easy.","ride","easy","3600","30000","bedrock-sonnet4.0","slam","v1","{""workout_title"": ""Recovery Spin"", ""workout_instructions"": ""Recovery Spin\n## Warm-up\n\u2022 10 min very easy spinning at <POWER_ZONE_1_RECOVERY>\n\n## Main Set\n\u2022 40 min easy continuous riding at <POWER_ZONE_1_RECOVERY> to <POWER_ZONE_2_ENDURANCE>\n\u2022 Keep cadence high (90-100 rpm)\n\u2022 Power output should feel very easy\n\u2022 Focus on smooth pedal stroke\n\n## Cool-down\n\u2022 10 min easy spin at <POWER_ZONE_1_RECOVERY>\n\n**Tips:** Recovery rides promote blood flow without adding training stress. Keep the effort genuinely easy."", ""workout_difficulty"": ""easy"", ""sport_specs"": [{""sport_type"": ""ride""}], ""structured_workout_source_info"": {""source"": ""slam"", ""source_uid"": ""SLAM_426285f73c9149b29a"", ""generation_model"": ""bedrock-sonnet4.0""}}","2025-11-01 16:00:00.000"
